type,price,beds,bath,propertysqft,latitude,longitude,borough,neighborhood,price_per_sqft
House,1725000,3,2,1508.0,40.6208655,-74.036863,Manhattan,Brooklyn,1143.9
Multi-family,1698000,4,4,3620.0,40.5357703,-74.1849822,Manhattan,Staten Island,469.06
House,438000,2,2,1354.0,40.5628043,-74.1853825,Manhattan,Staten Island,323.49
Co-op,100000,3,1,512.0,40.6042895,-73.7478287,Queens,Queens,195.31
Co-op,299000,1,1,2184.207862,40.7490984,-73.8849909,Queens,Queens,136.89
Condo,625000,2,2,995.0,40.7780359,-73.7808993,Queens,Queens,628.14
House,350000,3,2,1520.0,40.6758271,-73.8828978,Manhattan,Brooklyn,230.26
Co-op,699999,3,2,2184.207862,40.6672186,-73.9566539,Brooklyn,Brooklyn,320.48
Co-op,529000,1,1,2184.207862,40.7371253,-73.9806613,Manhattan,Manhattan,242.19
Townhouse,23000000,5,6,7058.0,40.7439188,-74.0014359,Manhattan,Manhattan,3258.71
House,599000,3,2,1208.0,40.6892122,-73.8634426,Manhattan,Queens,495.86
Co-op,279900,1,1,900.0,40.8301222,-73.9202611,Bronx,Bronx,311.0
Co-op,165000,1,1,875.0,40.8994229,-73.8706379,Bronx,Bronx,188.57
Co-op,270000,1,1,2184.207862,40.6047809,-73.9920476,Brooklyn,Brooklyn,123.61
Condo,625000,2,1,825.0,40.744346,-73.957101,Queens,Queens,757.58
Multi-family,580000,5,2,1780.0,40.5874424,-73.9675716,Manhattan,Brooklyn,325.84
Condo,979000,3,2,1272.0,40.6295982,-74.0275565,Brooklyn,Brooklyn,769.65
Co-op,269000,2,1,2184.207862,40.8099353,-73.9377818,Manhattan,Manhattan,123.16
House,1700000,3,4,2184.207862,40.6693668,-73.7996259,Manhattan,Queens,778.31
Co-op,499000,2,2,2184.207862,40.7762825,-73.9453865,Manhattan,Manhattan,228.46
House,1699888,3,3,2275.0,40.6556445,-73.848959,Manhattan,Queens,747.2
House,3100000,6,4,2184.207862,40.6021451,-73.7401761,Manhattan,Queens,1419.28
House,499000,4,2,1752.0,40.8717268,-73.9050847,Manhattan,Bronx,284.82
Multi-family,1250000,6,2,3312.0,40.7459265,-73.868944,Manhattan,Queens,377.42
Co-op,245000,2,1,900.0,40.6014996,-73.9324298,Brooklyn,Brooklyn,272.22
Townhouse,5800000,7,5,6360.0,40.6884736,-73.9747288,Manhattan,Brooklyn,911.95
House,2350000,5,4,4270.0,40.5251737,-74.2176044,Manhattan,Staten Island,550.35
Co-op,425000,3,1,450.0,40.7464807,-74.0018835,Manhattan,Manhattan,944.44
House,799000,3,2,2340.0,40.5887913,-74.1444799,Manhattan,Staten Island,341.45
Multi-family,725000,4,2,1700.0,40.6681943,-73.8749046,Manhattan,Brooklyn,426.47
Co-op,3695000,2,2,1697.0,40.7246503,-73.9960912,Manhattan,Manhattan,2177.37
House,1499999,5,3,2184.207862,40.695043,-73.832656,Manhattan,Queens,686.75
House,1250000,4,3,2184.207862,40.7684367,-73.7969886,Manhattan,Queens,572.29
House,1199000,4,1,1840.0,40.6165131,-74.0045846,Manhattan,Brooklyn,651.63
Condo,28000000,4,4,5000.0,40.7229769,-74.0093524,Manhattan,Manhattan,5600.0
Condo,719000,3,2,2184.207862,40.7964178,-73.8058096,Queens,Queens,329.18
Co-op,169000,3,1,2184.207862,40.7205894,-73.8359422,Queens,Queens,77.37
Co-op,99000,1,1,850.0,40.83645,-73.924271,Bronx,Bronx,116.47
House,399000,3,2,1601.0,40.7115495,-73.7464296,Manhattan,Queens,249.22
Condo,1300000,2,2,1140.0,40.7945469,-73.9649582,Manhattan,Manhattan,1140.35
Multi-family,888000,5,4,2184.207862,40.6741308,-73.8908415,Manhattan,Brooklyn,406.55
Multi-family,1308888,4,3,2184.207862,40.7836228,-73.8141298,Manhattan,Queens,599.25
House,1265000,3,2,2184.207862,40.7151328,-73.8834603,Manhattan,Queens,579.16
Condo,558000,1,1,751.0,40.619526,-74.0311577,Brooklyn,Brooklyn,743.01
House,1280000,4,2,2340.0,40.7690548,-73.7444989,Manhattan,Queens,547.01
Co-op,429000,2,2,1450.0,40.8868607,-73.9129726,Bronx,Riverdale,295.86
Condo,399900,2,2,853.0,40.5803785,-74.1578058,Staten Island,Staten Island,468.82
House,499900,3,1,1040.0,40.6281869,-74.1606727,Manhattan,Staten Island,480.67
Multi-family,2489000,4,4,2334.0,40.671985,-73.9889397,Manhattan,Brooklyn,1066.41
Condo,255500,1,1,950.0,40.6077498,-74.0743086,Staten Island,Staten Island,268.95
House,30000000,5,2,6000.0,40.7371772,-74.0024577,Manhattan,Manhattan,5000.0
Condo,395000,3,1,2184.207862,40.778484,-73.9524912,Manhattan,Manhattan,180.84
Multi-family,1090000,5,3,2184.207862,40.7922364,-73.8405165,Manhattan,Queens,499.04
Multi-family,471300,4,2,2175.0,40.6629386,-73.8878146,Manhattan,Brooklyn,216.69
Condo,9450000,2,3,3918.0,40.7228178,-74.00088,Manhattan,Manhattan,2411.94
House,1089000,4,2,1720.0,40.6275081,-74.018889,Manhattan,Brooklyn,633.14
Co-op,220000,1,1,500.0,40.6699448,-73.9429395,Brooklyn,Brooklyn,440.0
Co-op,295000,2,1,950.0,40.6778447,-73.7335012,Manhattan,Queens,310.53
House,1375000,5,4,2704.0,40.606711,-74.1447092,Manhattan,Staten Island,508.51
Co-op,399000,2,2,1050.0,40.5776924,-73.9737314,Brooklyn,Brooklyn,380.0
Co-op,219999,2,1,800.0,40.8833792,-73.907461,Bronx,Bronx,275.0
Co-op,129000,3,1,2184.207862,40.7104509,-73.7982064,Queens,Queens,59.06
Co-op,329000,1,1,2184.207862,40.739059,-73.9229803,Queens,Queens,150.63
House,639000,4,2,1856.0,40.5774962,-74.1181004,Manhattan,Staten Island,344.29
House,499999,3,2,1763.0,40.6175808,-74.0858322,Manhattan,Staten Island,283.61
Co-op,560000,2,2,2184.207862,40.7223099,-73.84153,Queens,Queens,256.39
Townhouse,1268000,3,2,1513.0,40.7240812,-73.8521227,Manhattan,Queens,838.07
House,1899000,7,4,2800.0,40.6049921,-73.9106532,Manhattan,Brooklyn,678.21
Co-op,888000,3,2,1600.0,40.724514,-73.8458441,Queens,Queens,555.0
House,2900000,5,2,6707.0,40.6000344,-74.1064235,Manhattan,Staten Island,432.38
House,1250000,4,2,2184.207862,40.7562704,-73.8180817,Manhattan,Queens,572.29
Condo,1078000,3,2,2184.207862,40.7270139,-73.8523359,Queens,Queens,493.54
House,3200000,4,4,2950.0,40.6286854,-74.0372417,Manhattan,Brooklyn,1084.75
Co-op,555555,1,1,2184.207862,40.7914938,-73.9756337,Manhattan,Manhattan,254.35
Co-op,293900,1,1,2184.207862,40.7512505,-73.8814433,Queens,Queens,134.56
House,1175000,3,2,1192.0,40.6369819,-74.0276787,Manhattan,Brooklyn,985.74
House,1448000,5,4,2000.0,40.735335,-73.7142031,Manhattan,Queens,724.0
House,2950000,6,5,5436.0,40.6037688,-73.9113665,Manhattan,Brooklyn,542.68
Co-op,150000,3,1,600.0,40.7364499,-73.8584826,Queens,Queens,250.0
Condo,354900,2,1,673.0,40.6343667,-74.0311335,Brooklyn,Brooklyn,527.34
Condo,580000,2,2,2184.207862,40.7510826,-73.8738365,Manhattan,Queens,265.54
House,969000,3,2,1776.0,40.7165988,-73.883495,Manhattan,Queens,545.61
Condo,530000,1,1,538.0,40.5954596,-73.9968422,Manhattan,Brooklyn,985.13
House,3900000,5,6,7723.0,40.7924353,-73.8258362,Manhattan,Queens,504.99
Condo,624999,3,2,2184.207862,40.6283771,-73.9175027,Brooklyn,Brooklyn,286.14
House,551000,3,2,2184.207862,40.6214749,-73.932287,Manhattan,Brooklyn,252.27
House,450000,3,2,1122.0,40.8408308,-73.7856681,Manhattan,Bronx,401.07
Condo,475000,2,1,1296.0,40.5527755,-74.1539297,Manhattan,Staten Island,366.51
Condo,995000,3,2,2184.207862,40.7974456,-73.9620195,Manhattan,Manhattan,455.54
Co-op,650000,1,1,2184.207862,40.7582795,-73.9624506,Manhattan,Manhattan,297.59
Co-op,250000,2,1,2184.207862,40.700309,-73.8535466,Queens,Queens,114.46
Co-op,125000,3,1,600.0,40.8455961,-73.8264218,Bronx,Bronx,208.33
Co-op,2200000,3,3,2195.0,40.7904197,-73.966175,Manhattan,Manhattan,1002.28
Condo,925000,2,1,2184.207862,40.7213854,-73.9939529,Manhattan,Manhattan,423.49
House,639000,3,2,2184.207862,40.6214608,-73.905805,Manhattan,Brooklyn,292.55
House,215000,3,2,1509.0,40.6982271,-73.7605874,Manhattan,Queens,142.48
House,2050000,6,6,5600.0,40.5856353,-74.1068594,Manhattan,Staten Island,366.07
Co-op,279000,2,2,1050.0,40.898666,-73.8738365,Manhattan,Bronx,265.71
Condo,785000,2,2,968.0,40.6039146,-73.9980848,Brooklyn,Brooklyn,810.95
House,669000,3,2,1312.0,40.6013797,-74.1380964,Manhattan,Staten Island,509.91
Multi-family,3650000,4,4,2880.0,40.6938815,-73.9983127,Manhattan,Brooklyn,1267.36
Townhouse,6700000,4,4,3740.0,40.7918625,-73.9667605,Manhattan,Manhattan,1791.44
Multi-family,681000,6,3,2184.207862,40.6648825,-73.8826911,Manhattan,Brooklyn,311.78
Multi-family,530000,2,2,1672.0,40.6268626,-74.1476451,Manhattan,Staten Island,316.99
Condo,1700000,2,2,1580.0,40.6763522,-73.9543474,Brooklyn,Brooklyn,1075.95
Co-op,339000,1,1,1085.0,40.6171201,-74.0385203,Brooklyn,Brooklyn,312.44
House,800000,3,2,1224.0,40.6125589,-73.9230425,Manhattan,Brooklyn,653.59
Co-op,189000,1,1,700.0,40.906568,-73.8968047,Bronx,Bronx,270.0
Co-op,48000000,5,2,2184.207862,40.7707516,-73.9645283,Manhattan,Manhattan,21975.93
Co-op,4995000,2,2,2184.207862,40.7737635,-73.9644574,Manhattan,Manhattan,2286.87
House,999999,2,2,1198.0,40.7803429,-73.947266,Manhattan,Manhattan,834.72
Condo,575000,3,2,877.0,40.7019793,-73.8942094,Queens,Queens,655.64
Co-op,385000,1,1,2184.207862,40.8522694,-73.939181,Manhattan,Manhattan,176.27
Townhouse,7950000,4,2,3397.0,40.7319485,-74.0025061,Manhattan,Manhattan,2340.3
Co-op,175000,3,1,2184.207862,40.6329634,-73.9709274,Brooklyn,Brooklyn,80.12
Multi-family,915999,5,3,2184.207862,40.7618985,-73.8758538,Manhattan,Queens,419.37
Condo,40000000,5,6,7488.0,40.715351,-74.0128441,Manhattan,Manhattan,5341.88
Co-op,175000,1,1,800.0,40.8742949,-73.883753,Bronx,Bronx,218.75
House,729000,4,2,2184.207862,40.6917538,-73.7370978,Manhattan,Queens,333.76
Townhouse,5995000,6,4,4000.0,40.6868209,-73.9988226,Manhattan,Brooklyn,1498.75
Co-op,480000,2,1,2184.207862,40.7291499,-73.84944,Queens,Queens,219.76
House,4200000,5,4,4480.0,40.788437,-73.9731887,Manhattan,Manhattan,937.5
Townhouse,1198000,4,2,2184.207862,40.7129312,-73.8561994,Manhattan,Queens,548.48
House,1848000,6,2,3676.0,40.6386251,-73.9591955,Manhattan,Brooklyn,502.72
Co-op,285000,1,1,750.0,40.6195811,-73.9706361,Brooklyn,Brooklyn,380.0
Multi-family,849000,5,3,2460.0,40.5939428,-73.7748361,Manhattan,Queens,345.12
House,549000,3,2,1250.0,40.8515331,-73.9197862,Manhattan,Bronx,439.2
Co-op,729000,2,2,1700.0,40.7577991,-73.7159564,Queens,Queens,428.82
Co-op,199999,1,1,2184.207862,40.762788,-73.7768814,Queens,Queens,91.57
Multi-family,600000,4,2,1728.0,40.896179,-73.839487,Manhattan,Bronx,347.22
House,599000,3,1,1340.0,40.6860975,-73.7998859,Manhattan,Queens,447.01
Multi-family,599000,5,2,2268.0,40.6835248,-73.9141078,Manhattan,Brooklyn,264.11
Condo,725000,3,2,1185.0,40.6172572,-73.9611011,Brooklyn,Brooklyn,611.81
Multi-family,1295000,3,2,2600.0,40.609816,-73.9084026,Manhattan,Brooklyn,498.08
Multi-family,798888,3,2,1500.0,40.5474933,-74.2098503,Manhattan,Staten Island,532.59
House,529000,3,1,1800.0,40.7212998,-73.7544395,Manhattan,Queens,293.89
Multi-family,999998,3,2,2400.0,40.5114943,-74.2382685,Manhattan,Staten Island,416.67
Co-op,319000,2,1,2184.207862,40.7230399,-73.85628,Queens,Queens,146.05
Co-op,245000,3,1,260.0,40.748134,-73.9708805,Manhattan,Manhattan,942.31
Multi-family,1249000,5,3,1548.0,40.5946329,-73.9779295,Manhattan,Brooklyn,806.85
Condo,455000,2,1,939.0,40.5599528,-74.1198255,Staten Island,Staten Island,484.56
Multi-family,999900,4,2,2024.0,40.6101839,-74.009209,Manhattan,Brooklyn,494.02
House,395000,2,1,666.0,40.5724498,-74.0909716,Manhattan,Staten Island,593.09
Condo,620000,1,1,430.0,40.7774399,-73.9793101,Manhattan,Manhattan,1441.86
Multi-family,1295000,4,2,3264.0,40.5389259,-74.195072,Manhattan,Staten Island,396.75
Condo,849000,3,2,1241.0,40.604405,-73.9751935,Brooklyn,Brooklyn,684.13
Co-op,8995000,5,4,5500.0,40.7442721,-73.9907621,Manhattan,Manhattan,1635.45
Co-op,650000,3,1,2184.207862,40.6837918,-73.9631445,Brooklyn,Brooklyn,297.59
Condo,2995000,2,2,1452.0,40.7803919,-73.9558923,Manhattan,Manhattan,2062.67
Condo,495000,2,1,800.0,40.7045515,-73.8356118,Queens,Queens,618.75
House,675000,3,2,1222.0,40.6277171,-74.0860272,Manhattan,Staten Island,552.37
Condo,999000,3,1,600.0,40.7717454,-73.9900505,Manhattan,Manhattan,1665.0
Condo,2250000,2,2,1334.0,40.6819719,-73.9903277,Manhattan,Brooklyn,1686.66
Condo,429000,1,1,640.0,40.5755355,-73.9735905,Brooklyn,Coney Island,670.31
House,649999,3,2,2184.207862,40.6670008,-73.7409018,Manhattan,Queens,297.59
Townhouse,10995000,7,6,9000.0,40.7858802,-73.9811894,Manhattan,Manhattan,1221.67
Townhouse,2050000,5,4,3000.0,40.6586603,-73.9595973,Manhattan,Brooklyn,683.33
House,1075000,6,2,2200.0,40.6141979,-73.9591151,Manhattan,Brooklyn,488.64
Co-op,174000,1,1,800.0,40.5997081,-73.9344974,Brooklyn,Brooklyn,217.5
House,1193000,2,2,1518.0,40.5839283,-74.1113788,Manhattan,Staten Island,785.9
House,4995000,4,4,2184.207862,40.6712943,-73.9771145,Manhattan,Brooklyn,2286.87
House,898000,5,4,2828.0,40.6816001,-73.8948525,Manhattan,Brooklyn,317.54
Multi-family,1288000,5,3,1500.0,40.7849809,-73.8178033,Manhattan,Queens,858.67
House,1749999,4,4,2600.0,40.595688,-74.0982331,Manhattan,Staten Island,673.08
Condo,575000,2,2,1253.0,40.5824866,-73.8213437,Queens,Queens,458.9
Condo,5100000,4,2,2183.0,40.7408109,-73.998475,Manhattan,Manhattan,2336.23
Condo,2000000,1,2,1321.0,40.7159753,-74.0083683,Manhattan,Manhattan,1514.0
Co-op,170000,2,1,850.0,40.8813916,-73.8757001,Bronx,Bronx,200.0
Co-op,1295000,2,2,2100.0,40.702334,-73.9937463,Brooklyn,Brooklyn,616.67
House,749000,3,2,1332.0,40.6333903,-74.0969828,Manhattan,Staten Island,562.31
Multi-family,1848000,3,4,3640.0,40.607214,-73.9998636,Manhattan,Brooklyn,507.69
Co-op,465000,2,2,2184.207862,40.754032,-73.965157,Manhattan,Manhattan,212.89
Co-op,298999,2,1,2184.207862,40.7317712,-73.739171,Manhattan,Queens,136.89
Co-op,209900,1,1,780.0,40.586901,-73.932949,Brooklyn,Brooklyn,269.1
Co-op,539000,1,1,2184.207862,40.6419847,-73.9614428,Brooklyn,Brooklyn,246.77
House,2975000,3,2,2184.207862,40.674276,-73.9626129,Manhattan,Brooklyn,1362.05
Multi-family,2099000,6,5,2184.207862,40.7308373,-73.8599677,Manhattan,Queens,960.99
Co-op,199900,1,1,925.0,40.863113,-73.8983227,Bronx,Bronx,216.11
Co-op,789000,2,1,2184.207862,40.7707244,-73.9533267,Manhattan,Manhattan,361.23
House,919000,3,2,1565.0,40.6335949,-73.9678166,Manhattan,Brooklyn,587.22
House,815599,3,2,2184.207862,40.6254509,-73.9395115,Manhattan,Brooklyn,373.41
Multi-family,1050000,4,4,3305.0,40.5209862,-74.2084631,Manhattan,Staten Island,317.7
Co-op,289999,1,1,830.0,40.8799897,-73.919862,Bronx,Bronx,349.4
Co-op,4050000,4,3,2184.207862,40.7822029,-73.959633,Manhattan,Manhattan,1854.22
Townhouse,7750000,3,2,3375.0,40.629467,-73.994672,Manhattan,Brooklyn,2296.3
Multi-family,1998000,6,3,3192.0,40.631406,-74.0193512,Manhattan,Brooklyn,625.94
Condo,1250000,3,2,1281.0,40.7308035,-73.9808981,Manhattan,Manhattan,975.8
Condo,680000,2,2,1058.0,40.7942255,-73.7950678,Queens,Queens,642.72
House,1299000,4,2,2184.207862,40.6147583,-73.9849887,Manhattan,Brooklyn,594.72
Multi-family,899000,4,2,2184.207862,40.6803198,-73.8281794,Manhattan,Queens,411.59
Condo,845000,3,2,2184.207862,40.7095418,-73.8286658,Queens,Queens,386.87
House,2098000,5,4,1200.0,40.7928436,-73.8190811,Manhattan,Queens,1748.33
Co-op,899000,2,2,1300.0,40.620502,-74.0396973,Brooklyn,Brooklyn,691.54
House,758888,3,1,2184.207862,40.7676985,-73.7850344,Manhattan,Queens,347.44
Co-op,650000,2,1,2184.207862,40.798761,-73.9721556,Manhattan,Manhattan,297.59
Co-op,169000,1,1,850.0,40.7106599,-73.7986899,Queens,Queens,198.82
Multi-family,1350000,5,3,2184.207862,40.728555,-73.8780858,Manhattan,Queens,618.07
Co-op,695000,2,2,2184.207862,40.7507718,-73.8890157,Queens,Queens,318.19
Multi-family,1499000,5,2,2280.0,40.6852121,-73.9131299,Manhattan,Brooklyn,657.46
Townhouse,499000,3,2,1400.0,40.633314,-74.145909,Manhattan,Staten Island,356.43
Co-op,449000,3,1,2184.207862,40.7568629,-73.9621341,Manhattan,Manhattan,205.57
House,649000,4,2,1120.0,40.5694974,-74.1237437,Manhattan,Staten Island,579.46
Co-op,335000,1,1,756.0,40.6273371,-74.0262024,Brooklyn,Brooklyn,443.12
Condo,1495000,2,2,1098.0,40.702357,-73.9892037,Brooklyn,Brooklyn,1361.57
Multi-family,980000,4,4,3068.0,40.8129128,-73.8461841,Manhattan,Bronx,319.43
House,688000,3,2,1344.0,40.5773399,-73.9943294,Manhattan,Brooklyn,511.9
Multi-family,679000,6,3,2184.207862,40.6398004,-73.8974592,Manhattan,Brooklyn,310.87
Co-op,375000,1,1,500.0,40.7581216,-73.9670704,Manhattan,Manhattan,750.0
House,848724,2,2,2184.207862,40.7511112,-73.9089639,Manhattan,Queens,388.57
Townhouse,1595000,3,8,2184.207862,40.8250069,-73.9486453,Manhattan,Manhattan,730.24
Condo,568000,2,2,1253.0,40.5828044,-73.8210807,Queens,Queens,453.31
Multi-family,1153000,4,2,3980.0,40.5078915,-74.2530332,Manhattan,Staten Island,289.7
Co-op,349000,1,1,800.0,40.6358249,-73.973308,Manhattan,Brooklyn,436.25
Multi-family,2999990,5,6,3600.0,40.6681258,-73.9897865,Manhattan,Brooklyn,833.33
Townhouse,899000,3,2,1400.0,40.7368055,-73.9026152,Manhattan,Queens,642.14
Co-op,169000,1,1,2184.207862,40.7759232,-73.9087334,Queens,Queens,77.37
House,449999,4,3,1217.0,40.6329023,-74.120945,Manhattan,Staten Island,369.76
Townhouse,495000,3,2,1280.0,40.6396483,-74.1151985,Manhattan,Staten Island,386.72
House,749000,4,3,2150.0,40.6278109,-74.146957,Manhattan,Staten Island,348.37
House,875000,4,3,2129.0,40.7474641,-73.704456,Manhattan,Queens,410.99
Condo,849000,2,1,720.0,40.761427,-73.982584,Manhattan,Manhattan,1179.17
Co-op,335000,3,2,2184.207862,40.7805732,-73.7825806,Queens,Queens,153.37
Co-op,549000,3,1,1200.0,40.6358323,-74.0291372,Brooklyn,Brooklyn,457.5
Co-op,445000,3,2,1250.0,40.5871907,-73.9840965,Manhattan,Brooklyn,356.0
House,399998,4,2,1252.0,40.6171678,-74.0837135,Manhattan,Staten Island,319.49
Condo,9500000,4,4,3655.0,40.7046228,-73.9878238,Brooklyn,Brooklyn,2599.18
House,650000,4,2,1482.0,40.6503361,-73.9440072,Manhattan,Brooklyn,438.6
House,880000,3,4,2100.0,40.551314,-74.1670026,Manhattan,Staten Island,419.05
House,1350000,5,3,2082.0,40.7284032,-73.7803984,Manhattan,Queens,648.41
Condo,599000,2,2,2184.207862,40.7517561,-73.8344347,Queens,Queens,274.24
Co-op,225000,1,1,2184.207862,40.7664499,-73.78359,Queens,Queens,103.01
Co-op,220000,3,1,2184.207862,40.8590729,-73.9322176,Manhattan,Manhattan,100.72
Co-op,289000,3,1,2184.207862,40.8563536,-73.865974,Bronx,Bronx,132.31
House,719999,3,2,2184.207862,40.754545,-73.859675,Manhattan,Queens,329.64
Condo,1100000,2,1,807.0,40.709905,-73.962869,Brooklyn,Brooklyn,1363.07
Co-op,259000,2,1,950.0,40.8248699,-73.9229829,Manhattan,Bronx,272.63
Multi-family,1699999,6,3,2754.0,40.681189,-73.9146606,Manhattan,Brooklyn,617.28
House,669000,4,2,2184.207862,40.6729779,-73.7330064,Manhattan,Queens,306.29
House,3400000,6,6,6290.0,40.8969575,-73.9032123,Manhattan,Bronx,540.54
Condo,549000,3,2,2184.207862,40.6726474,-73.8499883,Queens,Queens,251.35
Co-op,299000,3,1,2184.207862,40.8718895,-73.9188667,Manhattan,Manhattan,136.89
House,1288000,5,2,2184.207862,40.7886657,-73.8207928,Manhattan,Queens,589.69
Condo,3345000,2,2,1875.0,40.7194435,-74.0081022,Manhattan,Manhattan,1784.0
Multi-family,1198000,6,5,2184.207862,40.6811645,-73.7493264,Manhattan,Queens,548.48
House,897888,3,2,1260.0,40.7292895,-73.8945367,Manhattan,Queens,712.61
House,575000,4,2,1604.0,40.6740009,-73.8743074,Manhattan,Brooklyn,358.48
Co-op,230000,1,1,2184.207862,40.7670699,-73.74642,Queens,Queens,105.3
Co-op,775000,1,1,2184.207862,40.7845412,-73.981249,Manhattan,Manhattan,354.82
House,2100000,4,3,3512.0,40.7974719,-73.8143638,Manhattan,Queens,597.95
House,1080000,6,3,3600.0,40.6110496,-74.1309465,Manhattan,Staten Island,300.0
Condo,378888,1,1,718.0,40.6204781,-74.1109257,Staten Island,Staten Island,527.7
Condo,750000,3,2,1027.0,40.7929253,-73.9404138,Manhattan,Manhattan,730.28
Co-op,7495000,6,4,2184.207862,40.775111,-73.958515,Manhattan,Manhattan,3431.45
House,698888,3,2,1440.0,40.571472,-74.1193966,Manhattan,Staten Island,485.34
Condo,850000,1,1,626.0,40.7322099,-73.9535842,Brooklyn,Brooklyn,1357.83
Townhouse,2999999,4,3,2800.0,40.6736636,-73.9623858,Manhattan,Brooklyn,1071.43
Multi-family,1149999,6,3,2184.207862,40.7320002,-73.7055812,Manhattan,Queens,526.51
Townhouse,2025000,2,2,1500.0,40.6756128,-74.0124872,Manhattan,Brooklyn,1350.0
Townhouse,2695000,3,2,1950.0,40.7135237,-73.942354,Manhattan,Brooklyn,1382.05
Co-op,192500,1,1,2184.207862,40.878087,-73.9170513,Bronx,Bronx,88.13
Co-op,395000,1,1,550.0,40.7867652,-73.9753353,Manhattan,Manhattan,718.18
Multi-family,1200000,7,2,2184.207862,40.6243164,-73.9136042,Manhattan,Brooklyn,549.4
Co-op,699000,2,1,800.0,40.7896573,-73.9673229,Manhattan,Manhattan,873.75
Multi-family,649000,4,2,2184.207862,40.5974508,-73.7983993,Manhattan,Queens,297.13
House,689000,3,2,1484.0,40.6313071,-74.1356833,Manhattan,Staten Island,464.29
Co-op,1895000,3,2,2184.207862,40.6708384,-73.9812037,Brooklyn,Brooklyn,867.59
Condo,668000,2,2,2184.207862,40.7046248,-73.8349003,Queens,Queens,305.83
Condo,2550000,3,2,1525.0,40.7631417,-73.9906014,Manhattan,Manhattan,1672.13
House,1680000,1,1,3536.0,40.8186279,-73.9460737,Manhattan,Manhattan,475.11
Condo,799000,1,1,684.0,40.746232,-73.978689,Manhattan,Manhattan,1168.13
House,680000,3,2,2200.0,40.5529274,-74.159159,Manhattan,Staten Island,309.09
Co-op,1650000,1,2,1000.0,40.7385868,-74.0078404,Manhattan,Manhattan,1650.0
Condo,6750000,3,3,3000.0,40.7476234,-74.0057263,Manhattan,Manhattan,2250.0
House,580000,6,3,2940.0,40.6609696,-73.9111929,Manhattan,Brooklyn,197.28
Townhouse,700000,4,2,2266.0,40.6430292,-73.9248566,Manhattan,Brooklyn,308.91
House,550000,3,2,1410.0,40.5882303,-74.0975793,Manhattan,Staten Island,390.07
Townhouse,315000,3,2,1344.0,40.6364,-74.154146,Manhattan,Staten Island,234.38
Condo,1695000,2,2,1117.0,40.7169665,-73.94377,Brooklyn,Brooklyn,1517.46
Co-op,385000,2,1,2184.207862,40.649346,-74.0086998,Brooklyn,Brooklyn,176.27
Townhouse,2000000,5,3,3024.0,40.808174,-73.951091,Manhattan,Manhattan,661.38
Co-op,249999,2,1,750.0,40.6152328,-73.9176941,Brooklyn,Brooklyn,333.33
House,749000,3,2,2184.207862,40.821432,-73.8474428,Manhattan,Bronx,342.92
House,220000,3,2,1396.0,40.628358,-73.9339729,Manhattan,Brooklyn,157.59
Co-op,270000,1,1,2184.207862,40.779366,-73.7827644,Queens,Queens,123.61
House,998000,4,2,2184.207862,40.7593442,-73.7673557,Manhattan,Queens,456.92
House,799999,5,4,2288.0,40.5546818,-74.1625533,Manhattan,Staten Island,349.65
